方法,分类,注释,参数,解释,例子
stock_ipo_info,stock-fundamental,新浪财经-发行与分配-新股发行,stock,新浪财经-发行与分配-新股发行\nhttps://vip.stock.finance.sina.com.cn/corp/go.php/vISSUE_NewStock/stockid/600004.phtml\n:param stock: 股票代码\n:type stock: str\n:return: 返回新股发行详情\n:rtype: pandas.DataFrame,
stock_ipo_summary_cninfo,巨潮资讯-个股-上市相关,巨潮资讯-个股-上市相关,symbol,巨潮资讯-个股-上市相关\nhttps://webapi.cninfo.com.cn/#/company\n:param symbol: 股票代码\n:type symbol: str\n:return: 上市相关\n:rtype: pandas.DataFrame,
stock_irm_ans_cninfo,互动易-提问与回答,互动易-回答,symbol,互动易-回答\nhttps://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=1515236357817618432\n:param symbol: 提问者编号; 通过 ak.stock_irm_cninfo() 来获取具体的提问者编号\n:type symbol: str\n:return: 回答\n:rtype: str,
stock_irm_cninfo,互动易-提问与回答,互动易-提问,symbol,互动易-提问\nhttps://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=1515236357817618432\n:param symbol: 股票代码\n:type symbol: str\n:return: 提问\n:rtype: str,
stock_jgdy_detail_em,东方财富-机构调研,东方财富网-数据中心-特色数据-机构调研-机构调研详细,date,东方财富网-数据中心-特色数据-机构调研-机构调研详细\nhttps://data.eastmoney.com/jgdy/xx.html\n:param date: 开始时间\n:type date: str\n:return: 机构调研详细\n:rtype: pandas.DataFrame,
stock_jgdy_tj_em,东方财富-机构调研,东方财富网-数据中心-特色数据-机构调研-机构调研统计,date,东方财富网-数据中心-特色数据-机构调研-机构调研统计\nhttp://data.eastmoney.com/jgdy/tj.html\n:param date: 开始时间\n:type date: str\n:return: 机构调研统计\n:rtype: pandas.DataFrame,
stock_js_weibo_nlp_time,微博舆情报告,https://datacenter.jin10.com/market,,https://datacenter.jin10.com/market\n:return: 特定时间表示的字典\n:rtype: dict,
stock_js_weibo_report,微博舆情报告,金十数据中心-实时监控-微博舆情报告,time_period,"金十数据中心-实时监控-微博舆情报告\nhttps://datacenter.jin10.com/market\n:param time_period: {'CNHOUR2': '2小时', 'CNHOUR6': '6小时', 'CNHOUR12': '12小时', 'CNHOUR24': '1天', 'CNDAY7': '1周', 'CNDAY30': '1月'}\n:type time_period: str\n:return: 指定时间段的微博舆情报告\n:rtype: pandas.DataFrame",
stock_kc_a_spot_em,A 股东方财富,东方财富网-科创板-实时行情,,东方财富网-科创板-实时行情\nhttps://quote.eastmoney.com/center/gridlist.html#kcb_board\n:return: 实时行情\n:rtype: pandas.DataFrame,
stock_lh_yyb_capital,证券交易营业部排行,同花顺-数据中心-营业部排名-资金实力最强,,同花顺-数据中心-营业部排名-资金实力最强\nhttps://data.10jqka.com.cn/market/longhu/\n:return: 资金实力最强\n:rtype: pandas.DataFrame,
stock_lh_yyb_control,证券交易营业部排行,同花顺-数据中心-营业部排名-抱团操作实力,,同花顺-数据中心-营业部排名-抱团操作实力\nhttps://data.10jqka.com.cn/market/longhu/\n:return: 抱团操作实力\n:rtype: pandas.DataFrame,
stock_lh_yyb_most,证券交易营业部排行,同花顺-数据中心-营业部排名-上榜次数最多,,同花顺-数据中心-营业部排名-上榜次数最多\nhttps://data.10jqka.com.cn/market/longhu/\n:return: 上榜次数最多\n:rtype: pandas.DataFrame,
stock_lhb_detail_daily_sina,新浪财经-龙虎榜,龙虎榜-每日详情,date,龙虎榜-每日详情\nhttps://vip.stock.finance.sina.com.cn/q/go.php/vInvestConsult/kind/lhb/index.phtml\n:param date: 交易日\n:type date: str\n:return: 龙虎榜-每日详情\n:rtype: pandas.DataFrame,
stock_lhb_detail_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-龙虎榜详情,start_date;end_date,东方财富网-数据中心-龙虎榜单-龙虎榜详情\nhttps://data.eastmoney.com/stock/tradedetail.html\n:param start_date: 开始日期\n:type start_date: str\n:param end_date: 结束日期\n:type end_date: str\n:return: 龙虎榜详情\n:rtype: pandas.DataFrame,
stock_lhb_ggtj_sina,新浪财经-龙虎榜,龙虎榜-个股上榜统计,symbol,"龙虎榜-个股上榜统计\nhttps://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/ggtj/index.phtml\n:param symbol: choice of {""5"": 最近 5 天; ""10"": 最近 10 天; ""30"": 最近 30 天; ""60"": 最近 60 天;}\n:type symbol: str\n:return: 龙虎榜-个股上榜统计\n:rtype: pandas.DataFrame",
stock_lhb_hyyyb_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-每日活跃营业部,start_date;end_date,东方财富网-数据中心-龙虎榜单-每日活跃营业部\nhttps://data.eastmoney.com/stock/hyyyb.html\n:param start_date: 开始日期\n:type start_date: str\n:param end_date: 结束日期\n:type end_date: str\n:return: 每日活跃营业部\n:rtype: pandas.DataFrame,
stock_lhb_jgmmtj_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-机构买卖每日统计,start_date;end_date,东方财富网-数据中心-龙虎榜单-机构买卖每日统计\nhttps://data.eastmoney.com/stock/jgmmtj.html\n:param start_date: 开始日期\n:type start_date: str\n:param end_date: 结束日期\n:type end_date: str\n:return: 机构买卖每日统计\n:rtype: pandas.DataFrame,
stock_lhb_jgmx_sina,新浪财经-龙虎榜,龙虎榜-机构席位成交明细,,龙虎榜-机构席位成交明细\nhttps://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/jgmx/index.phtml\n:return: 龙虎榜-机构席位成交明细\n:rtype: pandas.DataFrame,
stock_lhb_jgstatistic_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-机构席位追踪,symbol,"东方财富网-数据中心-龙虎榜单-机构席位追踪\nhttps://data.eastmoney.com/stock/jgstatistic.html\n:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}\n:type symbol: str\n:return: 机构席位追踪\n:rtype: pandas.DataFrame",
stock_lhb_jgzz_sina,新浪财经-龙虎榜,龙虎榜-机构席位追踪,symbol,"龙虎榜-机构席位追踪\nhttps://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/jgzz/index.phtml\n:param symbol: choice of {""5"": 最近 5 天; ""10"": 最近 10 天; ""30"": 最近 30 天; ""60"": 最近 60 天;}\n:type symbol: str\n:return: 龙虎榜-机构席位追踪\n:rtype: pandas.DataFrame",
stock_lhb_stock_detail_date_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-个股龙虎榜详情-日期,symbol,东方财富网-数据中心-龙虎榜单-个股龙虎榜详情-日期\nhttps://data.eastmoney.com/stock/tradedetail.html\n:param symbol: 股票代码\n:type symbol: str\n:return: 个股龙虎榜详情-日期\n:rtype: pandas.DataFrame,
stock_lhb_stock_detail_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-个股龙虎榜详情,symbol;date;flag,"东方财富网-数据中心-龙虎榜单-个股龙虎榜详情\nhttps://data.eastmoney.com/stock/lhb/600077.html\n:param symbol: 股票代码\n:type symbol: str\n:param date: 查询日期; 需要通过 ak.stock_lhb_stock_detail_date_em(symbol=""600077"") 接口获取相应股票的有龙虎榜详情数据的日期\n:type date: str\n:param flag: choice of {""买入"", ""卖出""}\n:type flag: str\n:return: 个股龙虎榜详情\n:rtype: pandas.DataFrame",
stock_lhb_stock_statistic_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-个股上榜统计,symbol,"东方财富网-数据中心-龙虎榜单-个股上榜统计\nhttps://data.eastmoney.com/stock/tradedetail.html\n:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}\n:type symbol: str\n:return: 个股上榜统计\n:rtype: pandas.DataFrame",
stock_lhb_traderstatistic_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-营业部统计,symbol,"东方财富网-数据中心-龙虎榜单-营业部统计\nhttps://data.eastmoney.com/stock/traderstatistic.html\n:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}\n:type symbol: str\n:return: 营业部统计\n:rtype: pandas.DataFrame",
stock_lhb_yyb_detail_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-营业部历史交易明细-营业部交易明细,symbol,"东方财富网-数据中心-龙虎榜单-营业部历史交易明细-营业部交易明细\nhttps://data.eastmoney.com/stock/lhb/yyb/10188715.html\n:param symbol: 营业部代码, 如 ""10188715"", 通过 ak.stock_lhb_hyyyb_em() 接口获取\n:type symbol: str\n:return: 营业部交易明细数据\n:rtype: pandas.DataFrame",
stock_lhb_yybph_em,东方财富-股票数据-龙虎榜,东方财富网-数据中心-龙虎榜单-营业部排行,symbol,"东方财富网-数据中心-龙虎榜单-营业部排行\nhttps://data.eastmoney.com/stock/yybph.html\n:param symbol: choice of {""近一月"", ""近三月"", ""近六月"", ""近一年""}\n:type symbol: str\n:return: 营业部排行\n:rtype: pandas.DataFrame",
stock_lhb_yytj_sina,新浪财经-龙虎榜,龙虎榜-营业部上榜统计,symbol,"龙虎榜-营业部上榜统计\nhttps://vip.stock.finance.sina.com.cn/q/go.php/vLHBData/kind/yytj/index.phtml\n:param symbol: choice of {""5"": 最近 5 天; ""10"": 最近 10 天; ""30"": 最近 30 天; ""60"": 最近 60 天;}\n:type symbol: str\n:return: 龙虎榜-营业部上榜统计\n:rtype: pandas.DataFrame",
stock_lrb_em,三大报表,东方财富-数据中心-年报季报-业绩快报-利润表,date,"东方财富-数据中心-年报季报-业绩快报-利润表\nhttps://data.eastmoney.com/bbsj/202003/lrb.html\n:param date: choice of {""20200331"", ""20200630"", ""20200930"", ""20201231"", ""...""}; 从 20100331 开始\n:type date: str\n:return: 利润表\n:rtype: pandas.DataFrame",
stock_main_fund_flow,stock_fund,东方财富网-数据中心-资金流向-主力净流入排名,symbol,"东方财富网-数据中心-资金流向-主力净流入排名\nhttps://data.eastmoney.com/zjlx/list.html\n:param symbol: 全部股票; choice of {""全部股票"", ""沪深A股"", ""沪市A股"", ""科创板"", ""深市A股"", ""创业板"", ""沪市B股"", ""深市B股""}\n:type symbol: str\n:return: 主力净流入排名\n:rtype: pandas.DataFrame",
stock_main_stock_holder,stock-fundamental,新浪财经-股本股东-主要股东,stock,"新浪财经-股本股东-主要股东\nP.S. 特定股票特定时间只有前 5 个; e.g., 000002\nhttps://vip.stock.finance.sina.com.cn/corp/go.php/vCI_StockHolder/stockid/600004.phtml\n:param stock: 股票代码\n:type stock: str\n:return: 新浪财经-股本股东-主要股东\n:rtype: pandas.DataFrame",
stock_management_change_ths,同花顺-财务指标-主要指标,同花顺-公司大事-高管持股变动,symbol,同花顺-公司大事-高管持股变动\nhttps://basic.10jqka.com.cn/new/688981/event.html\n:param symbol: 股票代码\n:type symbol: str\n:return: 同花顺-公司大事-高管持股变动\n:rtype: pandas.DataFrame,
stock_margin_account_info,东方财富网-数据中心-融资融券-融资融券账户统计-两融账户信息,东方财富网-数据中心-融资融券-融资融券账户统计-两融账户信息,,东方财富网-数据中心-融资融券-融资融券账户统计-两融账户信息\nhttps://data.eastmoney.com/rzrq/zhtjday.html\n:return: 融资融券账户统计\n:rtype: pandas.DataFrame,
stock_margin_detail_sse,融资融券数据,上海证券交易所-融资融券数据-融资融券明细,date,上海证券交易所-融资融券数据-融资融券明细\nhttps://www.sse.com.cn/market/othersdata/margin/detail/\n:param date: 交易日期\n:type date: str\n:return: 融资融券明细\n:rtype: pandas.DataFrame,
stock_margin_detail_szse,融资融券-深圳,深证证券交易所-融资融券数据-融资融券交易明细,date,深证证券交易所-融资融券数据-融资融券交易明细\nhttps://www.szse.cn/disclosure/margin/margin/index.html\n:param date: 交易日期\n:type date: str\n:return: 融资融券明细\n:rtype: pandas.DataFrame,
stock_margin_ratio_pa,融资融券数据,融资融券-标的证券名单及保证金比例查询,date,融资融券-标的证券名单及保证金比例查询\nhttps://stock.pingan.com/static/webinfo/margin/business.html?businessType=0\n:param date: 交易日期\n:type date: str\n:return: 标的证券名单及保证金比例查询\n:rtype: pandas.DataFrame,
stock_margin_sse,融资融券数据,上海证券交易所-融资融券数据-融资融券汇总,start_date;end_date,上海证券交易所-融资融券数据-融资融券汇总\nhttps://www.sse.com.cn/market/othersdata/margin/sum/\n:param start_date: 交易开始日期\n:type start_date: str\n:param end_date: 交易结束日期\n:type end_date: str\n:return: 融资融券汇总\n:rtype: pandas.DataFrame,
stock_margin_szse,融资融券-深圳,深圳证券交易所-融资融券数据-融资融券汇总,date,深圳证券交易所-融资融券数据-融资融券汇总\nhttps://www.szse.cn/disclosure/margin/margin/index.html\n:param date: 交易日\n:type date: str\n:return: 融资融券汇总\n:rtype: pandas.DataFrame,
stock_margin_underlying_info_szse,融资融券-深圳,深圳证券交易所-融资融券数据-标的证券信息,date,深圳证券交易所-融资融券数据-标的证券信息\nhttps://www.szse.cn/disclosure/margin/object/index.html\n:param date: 交易日\n:type date: str\n:return: 标的证券信息\n:rtype: pandas.DataFrame,
stock_market_activity_legu,赚钱效应分析,乐咕乐股网-赚钱效应分析,,乐咕乐股网-赚钱效应分析\nhttps://www.legulegu.com/stockdata/market-activity\n:return: 乐咕乐股网-赚钱效应分析\n:rtype: pandas.DataFrame,
stock_market_fund_flow,stock_fund,东方财富网-数据中心-资金流向-大盘,,东方财富网-数据中心-资金流向-大盘\nhttps://data.eastmoney.com/zjlx/dpzjlx.html\n:return: 近期大盘的资金流数据\n:rtype: pandas.DataFrame,
stock_market_pb_lg,A 股PE和PB,乐咕乐股-主板市净率,symbol,"乐咕乐股-主板市净率\nhttps://legulegu.com/stockdata/shanghaiPB\n:param symbol: choice of {""上证"", ""深证"", ""创业板"", ""科创版""}\n:type symbol: str\n:return: 指定市场的市净率数据\n:rtype: pandas.DataFrame",
stock_market_pe_lg,A 股PE和PB,乐咕乐股-主板市盈率,symbol,"乐咕乐股-主板市盈率\nhttps://legulegu.com/stockdata/shanghaiPE\n:param symbol: choice of {""上证"", ""深证"", ""创业板"", ""科创版""}\n:type symbol: str\n:return: 指定市场的市盈率数据\n:rtype: pandas.DataFrame",
stock_new_a_spot_em,A 股东方财富,东方财富网-新股-实时行情,,东方财富网-新股-实时行情\nhttps://quote.eastmoney.com/center/gridlist.html#newshares\n:return: 实时行情\n:rtype: pandas.DataFrame,
stock_new_gh_cninfo,新股过会,巨潮资讯-数据中心-新股数据-新股过会,,巨潮资讯-数据中心-新股数据-新股过会\nhttps://webapi.cninfo.com.cn/#/xinguList\n:return: 新股过会\n:rtype: pandas.DataFrame,
stock_new_ipo_cninfo,新股过会,巨潮资讯-数据中心-新股数据-新股发行,,巨潮资讯-数据中心-新股数据-新股发行\nhttps://webapi.cninfo.com.cn/#/xinguList\n:return: 新股发行\n:rtype: pandas.DataFrame,
